cep,estado,cidade,ddd,logradouro
29960000,ES,Conceição da Barra,27,NE
69048610,AM,Manaus,92,Rua Minduri
22280003,RJ,Rio de Janeiro,21,Rua General Polidoro
22280003,RJ,Rio de Janeiro,21,Rua General Polidoro
89237535,SC,Joinville,47,Rua José Gorges Filho
89237535,SC,Joinville,47,Rua José Gorges Filho
17345446.0,NE,NE,NE,NE
23175571.0,NE,NE,NE,NE
27995000,RJ,Macaé,22,NE
11680000,SP,Ubatuba,12,NE
7073010.0,NE,NE,NE,NE
7073010.0,NE,NE,NE,NE
69415000,AM,Iranduba,,NE
35702377,MG,Sete Lagoas,31,Rua Carlos Raposo
35702377,MG,Sete Lagoas,31,Rua Carlos Raposo
6706005.0,NE,NE,NE,NE
6706005.0,NE,NE,NE,NE
89874000,SC,Maravilha,,NE
6706005.0,NE,NE,NE,NE
14093514,SP,Ribeirão Preto,16,Rua Bento Benedini
18650000,SP,São Manuel,14,NE
60734755.0,NE,NE,NE,NE
60734755.0,NE,NE,NE,NE
60734755.0,NE,NE,NE,NE
3978140.0,NE,NE,NE,NE
13478779,SP,Americana,19,Rua Valência
65916016.0,NE,NE,NE,NE
65916016.0,NE,NE,NE,NE
53360420,PE,Olinda,81,Rua Angelim
78455000,MT,Lucas do Rio Verde,,NE
38120000,MG,Conceição das Alagoas,,NE
29315735,ES,Cachoeiro de Itapemirim,28,Rua Wolmar Buzato
91751750,RS,Porto Alegre,51,Avenida Vereador Roberto Landell de Moura
39500000,MG,Monte Azul,38,NE
39500000,MG,Monte Azul,38,NE
44028183,BA,Feira de Santana,75,Rua Flamengo
65110000,MA,São José de Ribamar,98,NE
59621000,RN,Mossoró,84,Avenida Alberto Maranhão
44028183,BA,Feira de Santana,75,Rua Flamengo
44028183,BA,Feira de Santana,75,Rua Flamengo
33600000,MG,Pedro Leopoldo,31,NE
31660000,MG,Belo Horizonte,31,Rua Padre Pedro Pinto
13426163,SP,Piracicaba,19,Rua Geraldo Bragion
63180000,CE,Barbalha,88,NE
11750000,SP,Peruíbe,13,NE
11750000,SP,Peruíbe,13,NE
13917250,SP,Jaguariúna,19,Rua Cerejeira
31555440,MG,Belo Horizonte,31,Rua Comendador Teixeira da Costa
44700000,BA,Jacobina,74,NE
4231004.0,NE,NE,NE,NE
2130060.0,NE,NE,NE,NE
97020600,RS,Santa Maria,55,Rua Paisandu
2130060.0,NE,NE,NE,NE
13214390,SP,Jundiaí,11,Rua Doutor Benedito Storane Neto
7020320.0,NE,NE,NE,NE
88101090,SC,São José,48,Rua Adhemar da Silva
44380000,BA,Cruz das Almas,75,NE
47850000,BA,Luís Eduardo Magalhães,77,NE
35179000,MG,Santana do Paraíso,33,NE
41235200,BA,Salvador,71,Rua Teodoro Sampaio
78052804,MT,Cuiabá,65,Rua B
41235200,BA,Salvador,71,Rua Teodoro Sampaio
22790671,RJ,Rio de Janeiro,21,Rua Silvia Pozzano
95901450,RS,Lajeado,51,Rua Arnoldo Uhry
12042303,SP,Taubaté,12,Avenida João Ramalho
50760002,PE,Recife,81,Rua Capitão Adolfo Táquis
78556288,MT,Sinop,66,Rua dos Agaves
24800256.0,NE,NE,NE,NE
65284000,MA,Governador Nunes Freire,98,NE
22775110,RJ,Rio de Janeiro,21,Estrada dos Bandeirantes
46930000,BA,Palmeiras,75,NE
13311370,SP,Itu,11,Rua Jorge Simeira
65284000,MA,Governador Nunes Freire,98,NE
21350170,RJ,Rio de Janeiro,21,Rua Caiari
55120000,PE,Riacho das Almas,81,NE
65284000,MA,Governador Nunes Freire,98,NE
83045260,PR,São José dos Pinhais,41,Rua José Claudino Barbosa
26261220,RJ,Nova Iguaçu,21,Rua Ministro Lafaiete de Andrade
75610000,GO,Joviânia,,NE
88502000,SC,Lages,49,Rua Coronel Córdova
20780200,RJ,Rio de Janeiro,21,Rua Ferreira de Andrade
55460000,PE,Cupira,81,NE
14021520,SP,Ribeirão Preto,16,Avenida Guilhermina Cunha Coelho
20780200,RJ,Rio de Janeiro,21,Rua Ferreira de Andrade
1400000.0,NE,NE,NE,NE
8485446.0,NE,NE,NE,NE
40231305,BA,Salvador,71,Avenida Cardeal da Silva
8485446.0,NE,NE,NE,NE
40231305,BA,Salvador,71,Avenida Cardeal da Silva
13225350,SP,Várzea Paulista,11,Avenida Manacá
45994081,BA,Teixeira de Freitas,73,Rua João Bonato
72911430,GO,Águas Lindas de Goiás,61,Quadra 1
88080701,SC,Florianópolis,48,Rua Desembargador Pedro Silva
64690000,PI,Fronteiras,89,NE
4863350.0,NE,NE,NE,NE
64690000,PI,Fronteiras,89,NE
22080060,RJ,Rio de Janeiro,21,Rua Joaquim Nabuco
71638181.0,NE,NE,NE,NE
14094109,SP,Ribeirão Preto,16,Rua Wilson Bertani
22080060,RJ,Rio de Janeiro,21,Rua Joaquim Nabuco
71762727.0,NE,NE,NE,NE
37950000,MG,São Sebastião do Paraíso,,NE
89270000,SC,Guaramirim,,NE
86163818.0,NE,NE,NE,NE
71626277.0,NE,NE,NE,NE
28860000,RJ,Casimiro de Abreu,22,NE
13537000,SP,Ipeúna,19,NE
39900000,MG,Almenara,33,NE
13537000,SP,Ipeúna,19,NE
73927048.0,NE,NE,NE,NE
68485000,PA,Pacajá,91,NE
55152130,PE,Belo Jardim,81,Rodovia BR-232
45810000,BA,Porto Seguro,73,NE
4854240.0,NE,NE,NE,NE
25251100,RJ,Duque de Caxias,21,Rua Anápolis
72546506,DF,Brasília,61,Quadra QR 216 Conjunto F
72546507,DF,Brasília,61,Quadra QR 216 Conjunto G
82546507.0,NE,NE,NE,NE
13142180,SP,Paulínia,19,Rua Viviane Cristina Clemente Telles
76890000,RO,Jaru,,NE
45075215,BA,Vitória da Conquista,77,Avenida Caetité
23520186,RJ,Rio de Janeiro,21,Rua Wenceslau Braz
23520186,RJ,Rio de Janeiro,21,Rua Wenceslau Braz
78245000,MT,Vila Bela da Santíssima Trindade,,NE
8745151.0,NE,NE,NE,NE
33350000,MG,São José da Lapa,31,NE
68543000,PA,Floresta do Araguaia,94,NE
33350000,MG,São José da Lapa,31,NE
65076570,MA,São Luís,98,Rua Quinze
88309075,SC,Itajaí,47,Rua Itapiranga
34600350,MG,Sabará,31,Rua Abre Campo
41347692,BA,Salvador,71,Rua Maria Antonieta
22743310,RJ,Rio de Janeiro,21,Estrada Campo da Areia
36410084,MG,Congonhas,31,Avenida Júlia Kubitschek
41347692,BA,Salvador,71,Rua Maria Antonieta
83025590,PR,São José dos Pinhais,41,Rua Antônio Zaramella
74893165,GO,Goiânia,62,Rua 1 Unidade 207
21920001,RJ,Rio de Janeiro,21,Estrada do Dendê
29612000,ES,Afonso Cláudio,27,NE
95680000,RS,Canela,54,NE
13572082,SP,São Carlos,16,Rua Nações Unidas
13572082,SP,São Carlos,16,Rua Nações Unidas
49160000,SE,Nossa Senhora do Socorro,,NE
59140160,RN,Parnamirim,84,Rua Senador João Câmara
9950130.0,NE,NE,NE,NE
17240000,SP,Bocaina,14,NE
17240000,SP,Bocaina,14,NE
24740005,RJ,São Gonçalo,21,Rua Expedicionário Francisco Pinho
32675750,MG,Betim,31,Rua Um
23525183,RJ,Rio de Janeiro,21,Rua Dezessete
8745151.0,NE,NE,NE,NE
8745151.0,NE,NE,NE,NE
8745152.0,NE,NE,NE,NE
93113034,RS,São Leopoldo,51,Rua Arambaré
93113034,RS,São Leopoldo,51,Rua Arambaré
20710290,RJ,Rio de Janeiro,21,Rua Verna Magalhães
96203160,RS,Rio Grande,53,Rua Ângelo Trindade
69901664,AC,Rio Branco,68,Avenida Doutor Mário Maia
95720000,RS,Garibaldi,54,NE
17580512.0,NE,NE,NE,NE
96203160,RS,Rio Grande,53,Rua Ângelo Trindade
95720000,RS,Garibaldi,54,NE
83310200,PR,Piraquara,41,Avenida das Orquídeas
69058579,AM,Manaus,92,Rua João Gomes
69058579,AM,Manaus,92,Rua João Gomes
22220080,RJ,Rio de Janeiro,21,Rua Barão do Flamengo
89190000,SC,Taió,,NE
8062220.0,NE,NE,NE,NE
69901664,AC,Rio Branco,68,Avenida Doutor Mário Maia
8062220.0,NE,NE,NE,NE
69901664,AC,Rio Branco,68,Avenida Doutor Mário Maia
96420030,RS,Bagé,53,Rua Amélia Rezende
40283790,BA,Salvador,71,Rua Guary
40283790,BA,Salvador,71,Rua Guary
59139140,RN,Natal,84,Rua do Xique Xique
6882115.0,NE,NE,NE,NE
40283790,BA,Salvador,71,Rua Guary
74820230,GO,Goiânia,62,Rua 1010
22710078,RJ,Rio de Janeiro,21,Rua Colina do Vale
95190000,RS,São Marcos,,NE
44050024,BA,Feira de Santana,75,Rua Intendente Abdon
44050024,BA,Feira de Santana,75,Rua Intendente Abdon
44050024,BA,Feira de Santana,75,Rua Intendente Abdon
79641302,MS,Três Lagoas,67,Rua João Mendes
9950130.0,NE,NE,NE,NE
9950130.0,NE,NE,NE,NE
51021000,PE,Recife,81,Avenida Boa Viagem
51021000,PE,Recife,81,Avenida Boa Viagem
53437400,PE,Paulista,81,Rua Rubem Queiroga
76912206,RO,Ji-Paraná,69,Rua José Brasil Neto
75813000,GO,Caçu,,NE
76912206,RO,Ji-Paraná,69,Rua José Brasil Neto
75813000,GO,Caçu,,NE
75813000,GO,Caçu,,NE
78098180,MT,Cuiabá,65,Rua K
78149530,MT,Várzea Grande,65,Rua Tamarindo
72000000.0,NE,NE,NE,NE
88058010,SC,Florianópolis,48,Servidão Braulina Machado
58410523,PB,Campina Grande,83,Rua Terezinha de Farias
69500000,AM,Carauari,,NE
69500000,AM,Carauari,,NE
65130000,MA,Paço do Lumiar,98,NE
18103025,SP,Sorocaba,15,Rua José Raymundo de Andrade
30775000,MG,Belo Horizonte,31,Rua Cascadura
78150000.0,NE,NE,NE,NE
78250000,MT,Pontes e Lacerda,,NE
52131040,PE,Recife,81,Rua Paranagi
31985330,MG,Belo Horizonte,31,Rua José Constantino dos Santos
69104116,AM,Itacoatiara,,Avenida Aquilino Barros
21350250,RJ,Rio de Janeiro,21,Rua João Pereira
7051090.0,NE,NE,NE,NE
7051090.0,NE,NE,NE,NE
11704750,SP,Praia Grande,13,Rua Vinte e Cinco de Janeiro
96215420,RS,Rio Grande,53,Rua das Galeras
68503300,PA,Marabá,94,Rua Belo Horizonte
55650000,PE,Passira,,NE
29010080,ES,Vitória,27,Praça Costa Pereira
90250000,RS,Porto Alegre,51,Avenida A. J. Renner
57510000,AL,Poço das Trincheiras,,NE
21230330,RJ,Rio de Janeiro,21,Rua Hannibal Porto
21230330,RJ,Rio de Janeiro,21,Rua Hannibal Porto
54140540,PE,Jaboatão dos Guararapes,81,Rua Antônio Matoso
88385000,SC,Penha,,NE
35504566,MG,Divinópolis,37,Rua Marajuaras
69087047,AM,Manaus,92,Rua Quartzo
20745200,RJ,Rio de Janeiro,21,Rua da Pátria
41610260,BA,Salvador,71,Rua Juazeiro
45987080,BA,Teixeira de Freitas,73,Avenida Brasil
72220022,DF,Brasília,61,Quadra QNN 2 Conjunto B
42821810,BA,Camaçari,71,Rua dos Laços
24422035,RJ,São Gonçalo,21,Rua Thomaz de Aquino
13311380,SP,Itu,11,Rua Artibano Fragnani
55525000,PE,Cortês,81,NE
9120310.0,NE,NE,NE,NE
2945110.0,NE,NE,NE,NE
2945110.0,NE,NE,NE,NE
12602230,SP,Lorena,12,Rua São Sebastião
7580000.0,NE,NE,NE,NE
35164777,MG,Ipatinga,31,Rua San Diego
13311380,SP,Itu,11,Rua Artibano Fragnani
45055615,BA,Vitória da Conquista,77,Rua Joaquim dos Reis
13101361,SP,Campinas,19,Rua Itaparica
25580140,RJ,São João de Meriti,21,Rua Gilberto Menezes
9163100.0,NE,NE,NE,NE
35171058,MG,Coronel Fabriciano,31,Rua Mercúrio
9163100.0,NE,NE,NE,NE
65800000,MA,Balsas,99,NE
11497000,SP,Guarujá,13,Rua Poeta Gregório de Matos
24722315,RJ,São Gonçalo,21,Avenida Santa Luzia
24722315,RJ,São Gonçalo,21,Avenida Santa Luzia
62810000,CE,Icapuí,88,NE
74470527,GO,Goiânia,62,Rua SV 19
37120000,MG,Paraguaçu,35,NE
36081680,MG,Juiz de Fora,32,Rua Carlos Herculano Couto
60541192,CE,Fortaleza,85,Rua Teodoro de Castro
36081680,MG,Juiz de Fora,32,Rua Carlos Herculano Couto
88049443,SC,Florianópolis,48,Servidão Claudio José Lopes
3560080.0,NE,NE,NE,NE
88049443,SC,Florianópolis,48,Servidão Claudio José Lopes
2992210.0,NE,NE,NE,NE
39404491,MG,Montes Claros,38,Rua Pedro Cardoso de Sá
69088474,AM,Manaus,92,Rua Cássia Baiana
69035670,AM,Manaus,92,Rua Nelson Farias
79094600,MS,Campo Grande,67,Rua Culuene
22260100,RJ,Rio de Janeiro,21,Rua da Matriz
13309726,SP,Itu,11,Rua Armando de Oliveira Neves
38408090,MG,Uberlândia,34,Rua Saturnino Pedro dos Santos
30710590,MG,Belo Horizonte,31,Rua Vereador Sócrates Alves Pereira
79311040,MS,Corumbá,67,Rua São Paulo
33203360,MG,Vespasiano,31,Rua Vinte
58073080,PB,João Pessoa,83,Rua Arsênio Mangueira Costa
58073080,PB,João Pessoa,83,Rua Arsênio Mangueira Costa
5007002.0,NE,NE,NE,NE
49008581,SE,Aracaju,79,Rua Primavera Manoel Rodrigues
19400000,SP,Presidente Venceslau,18,NE
32900000,MG,Igarapé,31,NE
4474230.0,NE,NE,NE,NE
95020412,RS,Caxias do Sul,54,Rua Bento Gonçalves
95020360,RS,Caxias do Sul,54,Rua Ernesto Alves
30512760,MG,Belo Horizonte,31,Rua Pires da Mota
18210770,SP,Itapetininga,15,Rua Ortilia de Souza Alexandre
38456425.0,NE,NE,NE,NE
21050680,RJ,Rio de Janeiro,21,Rua Ibi
38425456,MG,Uberlândia,34,Rua Ailton Rodrigues de Sousa
98700000,RS,Ijuí,55,NE
41830630,BA,Salvador,71,Rua Hilton Rodrigues
78400000,MT,Diamantino,,NE
30666475,MG,Belo Horizonte,31,Rua Doutor Francisco Silveira
29615000,ES,Laranja da Terra,,NE
6714200.0,NE,NE,NE,NE
6714200.0,NE,NE,NE,NE
5036160.0,NE,NE,NE,NE
3735140.0,NE,NE,NE,NE
78090410,MT,Cuiabá,65,Rua Cinco
5036160.0,NE,NE,NE,NE
32341410,MG,Contagem,31,Rua Mojoara
41350275,BA,Salvador,71,Avenida Aliomar Baleeiro
85030070,PR,Guarapuava,42,Avenida Pedro Pereira
41350420,BA,Salvador,71,Rua Adelina Lopes
37640000,MG,Extrema,35,NE
58763000,PB,Emas,,NE
26290720,RJ,Nova Iguaçu,21,Rua Zuleica Kill
58763000,PB,Emas,,NE
30830670,MG,Belo Horizonte,31,Rua Ariramba
79550000,MS,Costa Rica,,NE
79550000,MS,Costa Rica,,NE
30830670,MG,Belo Horizonte,31,Rua Ariramba
58763000,PB,Emas,,NE
77018561,TO,Palmas,63,Quadra ARSO 103 Alameda 11
22431008,RJ,Rio de Janeiro,21,Avenida Bartolomeu Mitre
53640220,PE,Igarassu,81,Rua Olinda
94832128,RS,Alvorada,51,Rua Edison de Oliveira
94832128,RS,Alvorada,51,Rua Edison de Oliveira
94832128,RS,Alvorada,51,Rua Edison de Oliveira
94832128,RS,Alvorada,51,Rua Edison de Oliveira
94832128,RS,Alvorada,51,Rua Edison de Oliveira
50740430,PE,Recife,81,Rua Francisco Correia de Araújo
94832128,RS,Alvorada,51,Rua Edison de Oliveira
94832128,RS,Alvorada,51,Rua Edison de Oliveira
50740430,PE,Recife,81,Rua Francisco Correia de Araújo
59067480,RN,Natal,84,Rua das Perdizes
55700000,PE,Limoeiro,81,NE
83502450,PR,Almirante Tamandaré,41,Rua Juvenal Cordeiro
15046822,SP,São José do Rio Preto,17,Rua Júlia Rodrigues Nogueira Paz
13337210,SP,Indaiatuba,19,Rua Osvaldo de Campos
17523212,SP,Marília,14,Rua Mário Bataiola
17523212,SP,Marília,14,Rua Mário Bataiola
9951465.0,NE,NE,NE,NE
18618709.0,NE,NE,NE,NE
54160449,PE,Jaboatão dos Guararapes,81,Via Local II
54430050,PE,Jaboatão dos Guararapes,81,Rua Antônio Ferreira Campos
54160449,PE,Jaboatão dos Guararapes,81,Via Local II
64018510,PI,Teresina,86,Rua Simplício Mendes
2540050.0,NE,NE,NE,NE
42802025,BA,Camaçari,71,Caminho Tiradentes
13339150,SP,Indaiatuba,19,Rua Gastão Vidigal
13840000.0,NE,NE,NE,NE
72130440,DF,Brasília,61,Quadra QNG 44
89237410,SC,Joinville,47,Rua Alwin Pasold
59072888,RN,Natal,84,Rua Sebastião Pinheiro
67033865,PA,Ananindeua,91,Quadra Quinze
89237410,SC,Joinville,47,Rua Alwin Pasold
89237410,SC,Joinville,47,Rua Alwin Pasold
83706170,PR,Araucária,41,Rua Flamingo
83706170,PR,Araucária,41,Rua Flamingo
58068080,PB,João Pessoa,83,Rua Adriano Tozzi Carvalho
83706170,PR,Araucária,41,Rua Flamingo
57075502,AL,Maceió,82,Rua C
57075502,AL,Maceió,82,Rua C
24472240,RJ,São Gonçalo,21,Rua Joaquim Ramalho
13060067,SP,Campinas,19,Rua Mário Ribeiro do Amaral
83706170,PR,Araucária,41,Rua Flamingo
79077010,MS,Campo Grande,67,Rua Assis Saueia
86620000,PR,Guaraci,,NE
86620000,PR,Guaraci,,NE
98870000,RS,Giruá,,NE
74490287,GO,Goiânia,62,Rua ELO5
65071415,MA,São Luís,98,Avenida Deputado Luís Eduardo Magalhães
74490287,GO,Goiânia,62,Rua ELO5
13930000,SP,Serra Negra,19,NE
13930000,SP,Serra Negra,19,NE
28800000,RJ,Rio Bonito,21,NE
85816350,PR,Cascavel,45,Rua Capitão Leônidas Marques
21870002,RJ,Rio de Janeiro,21,Rua Coronel Tamarindo
2130040.0,NE,NE,NE,NE
20090000,RJ,Rio de Janeiro,21,Avenida Rio Branco
20090000,RJ,Rio de Janeiro,21,Avenida Rio Branco
36025380,MG,Juiz de Fora,32,Rua Doutor Campos Lima
96180000.0,NE,NE,NE,NE
96211620,RS,Rio Grande,53,Rua Paraná
96211620,RS,Rio Grande,53,Rua Paraná
96211620,RS,Rio Grande,53,Rua Paraná
4945015.0,NE,NE,NE,NE
4945015.0,NE,NE,NE,NE
77470000,TO,Formoso do Araguaia,,NE
79010370,MS,Campo Grande,67,Rua Antonina de Castro Faria
40830495,BA,Salvador,71,Rua São Domingos de Cima
4945015.0,NE,NE,NE,NE
23530700,RJ,Rio de Janeiro,21,Rua da Igreja
34400390.0,NE,NE,NE,NE
35730000,MG,Capim Branco,31,NE
12603050,SP,Lorena,12,Rua Mestre Antonio Cunha Faria
4685001.0,NE,NE,NE,NE
26520130,RJ,Nilópolis,21,Rua Vereador Ângelo Júlio Chambarelli
29164095,ES,Serra,27,Rua Lavrador José Barbosa da Silva
41706690,BA,Salvador,71,Avenida Octávio Mangabeira
29164095,ES,Serra,27,Rua Lavrador José Barbosa da Silva
7161050.0,NE,NE,NE,NE
12332380.0,NE,NE,NE,NE
33350000,MG,São José da Lapa,31,NE
7161050.0,NE,NE,NE,NE
13277020,SP,Valinhos,19,Rua Imperatriz Maria Leopoldina
33350000,MG,São José da Lapa,31,NE
55500000,PE,Escada,81,NE
55500000,PE,Escada,81,NE
45027336,BA,Vitória da Conquista,77,Via A
64035375,PI,Teresina,86,Rua Neném do Vale
37948000,MG,Bom Jesus da Penha,35,NE
66075335,PA,Belém,91,Travessa Vinte de Fevereiro
38035250,MG,Uberaba,34,Rua das Esmeraldas
3400225.0,NE,NE,NE,NE
13339150,SP,Indaiatuba,19,Rua Gastão Vidigal
24445790,RJ,São Gonçalo,21,Rua Orlando Rangel
19160000,SP,Álvares Machado,18,NE
24445790,RJ,São Gonçalo,21,Rua Orlando Rangel
48970000,BA,Senhor do Bonfim,74,NE
45800000,BA,Belmonte,73,NE
30626660,MG,Belo Horizonte,31,Rua José Ovídio Guerra
30626660,MG,Belo Horizonte,31,Rua José Ovídio Guerra
26980000,RJ,Paty do Alferes,24,NE
2041020.0,NE,NE,NE,NE
36503136,MG,Ubá,32,Rua Inês Guiducci
12507050,SP,Guaratinguetá,12,Rua Aracimir Marins Costa
36503136,MG,Ubá,32,Rua Inês Guiducci
44470000,BA,Vera Cruz,71,NE
56280000,PE,Araripina,87,NE
14031540,SP,Ribeirão Preto,16,Rua Manuel de Macedo
5765150.0,NE,NE,NE,NE
5757020.0,NE,NE,NE,NE
53360110,PE,Olinda,81,Rua Virgínia
54515499,PE,Cabo de Santo Agostinho,81,Rua Zélia Xavier da Silva
58915000,PB,Uiraúna,83,NE
54515499,PE,Cabo de Santo Agostinho,81,Rua Zélia Xavier da Silva
65074253,MA,São Luís,98,Rua Duque Bacelar
65074253,MA,São Luís,98,Rua Duque Bacelar
13186584,SP,Hortolândia,19,Rua Amélio Bento dos Santos
21235180,RJ,Rio de Janeiro,21,Rua Ferreira Cantão
28906220,RJ,Cabo Frio,22,Rua Manoel Francisco Valentim
28906220,RJ,Cabo Frio,22,Rua Manoel Francisco Valentim
64027140,PI,Teresina,86,Quadra Raimundo Portela
78780000,MT,Alto Araguaia,,NE
79013451,MS,Campo Grande,67,Rua Luiz Lamontana
40387320,BA,Salvador,71,Rua 22 de Março
71588256,DF,Brasília,61,Quadra 4 Conjunto 7 Lote 1 Bloco H
6711455.0,NE,NE,NE,NE
40387320,BA,Salvador,71,Rua 22 de Março
64027140,PI,Teresina,86,Quadra Raimundo Portela
78780000,MT,Alto Araguaia,,NE
87047500,PR,Maringá,44,Rua Eloy Victor de Melo
87047500,PR,Maringá,44,Rua Eloy Victor de Melo
57052530,AL,Maceió,82,Rua Rita de Cássia
28110000,RJ,Campos dos Goytacazes,22,NE
24921512,RJ,Maricá,21,Rua Cento e Um
30421470,MG,Belo Horizonte,31,Rua Conselheiro Joaquim Caetano
37048690,MG,Varginha,35,Rua Vereador Júlio Teixeira
68901335,AP,Macapá,96,Avenida Professora Cora de Carvalho
68901335,AP,Macapá,96,Avenida Professora Cora de Carvalho
65975000,MA,Estreito,99,NE
65975000,MA,Estreito,99,NE
72005660,DF,Brasília,61,Rua Rua 3 Chácara 44
38020320,MG,Uberaba,34,Rua Tenente Joaquim Rosa
89084021,SC,Indaial,47,Rua 8 de Maio
89084021,SC,Indaial,47,Rua 8 de Maio
35730000,MG,Capim Branco,31,NE
35730000,MG,Capim Branco,31,NE
35730000,MG,Capim Branco,31,NE
40283480,BA,Salvador,71,Rua Wilson Sanches
72005660,DF,Brasília,61,Rua Rua 3 Chácara 44
35730000,MG,Capim Branco,31,NE
35730000,MG,Capim Branco,31,NE
79970000,MS,Eldorado,,NE
49001042,SE,Aracaju,79,"Rua Z, 90"
79970000,MS,Eldorado,,NE
59022210,RN,Natal,84,Rua Aristides Lobo
49001042,SE,Aracaju,79,"Rua Z, 90"
29950000,ES,Jaguaré,27,NE
57038300,AL,Maceió,82,Rua João Canuto da Silva
59022210,RN,Natal,84,Rua Aristides Lobo
13231060,SP,Campo Limpo Paulista,11,Rua Uruguai
59022210,RN,Natal,84,Rua Aristides Lobo
59022210,RN,Natal,84,Rua Aristides Lobo
69015598,AM,Manaus,92,Rua Otoniel Alencar
59022210,RN,Natal,84,Rua Aristides Lobo
59022210,RN,Natal,84,Rua Aristides Lobo
84320000,PR,Reserva,,NE
21525680,RJ,Rio de Janeiro,21,Praça Sargento Fábio Pavani
83514450,PR,Almirante Tamandaré,41,Rua Vereador João Chevônica Antoniacomi
57055190,AL,Maceió,82,Rua Clementino do Monte
23020560,RJ,Rio de Janeiro,21,Caminho Poder da Boa Vontade
57055190,AL,Maceió,82,Rua Clementino do Monte
23020560,RJ,Rio de Janeiro,21,Caminho Poder da Boa Vontade
83514450,PR,Almirante Tamandaré,41,Rua Vereador João Chevônica Antoniacomi
26423420,RJ,Japeri,21,Rua Borborema
29092280,ES,Vitória,27,Avenida Armando Duarte Rabello
29066180,ES,Vitória,27,Rua Luiz Serafim Derenzi
9812450.0,NE,NE,NE,NE
7666190.0,NE,NE,NE,NE
88136268,SC,Palhoça,48,Rua Pedro David dos Santos
7666190.0,NE,NE,NE,NE
88136268,SC,Palhoça,48,Rua Pedro David dos Santos
88136268,SC,Palhoça,48,Rua Pedro David dos Santos
4675060.0,NE,NE,NE,NE
7666190.0,NE,NE,NE,NE
76510000,GO,Crixás,,NE
41231130,BA,Salvador,71,Avenida Imbassahy
9380558.0,NE,NE,NE,NE
21351280,RJ,Rio de Janeiro,21,Rua Felizardo Gomes
38780000,MG,Vazante,34,NE
9415490.0,NE,NE,NE,NE
9415490.0,NE,NE,NE,NE
55020640,PE,Caruaru,81,Avenida Júlia Lopes
66077565,PA,Belém,91,Passagem União de Todos
5361070.0,NE,NE,NE,NE
74430090,GO,Goiânia,62,Rua Barão de Mauá
9415490.0,NE,NE,NE,NE
9260250.0,NE,NE,NE,NE
18072090,SP,Sorocaba,15,Rua Roberto Florio Santana
9260250.0,NE,NE,NE,NE
9260250.0,NE,NE,NE,NE
9260250.0,NE,NE,NE,NE
29164063,ES,Serra,27,Rua Recife
75650000,GO,Morrinhos,,NE
9260250.0,NE,NE,NE,NE
29164063,ES,Serra,27,Rua Recife
48905551,BA,Juazeiro,74,Avenida Bahia
7070070.0,NE,NE,NE,NE
68750000,PA,Curuçá,91,NE
97701200,RS,Santiago,55,Rua José Piva
26116690,RJ,Belford Roxo,21,Rua João Pessoa
8081405.0,NE,NE,NE,NE
26116690,RJ,Belford Roxo,21,Rua João Pessoa
78040500,MT,Cuiabá,65,Avenida Antártica
26116690,RJ,Belford Roxo,21,Rua João Pessoa
99560560.0,NE,NE,NE,NE
75101455,GO,Anápolis,62,Rua Aratuba
41720420,BA,Salvador,71,Rua do Albatroz
41720420,BA,Salvador,71,Rua do Albatroz
77403050,TO,Gurupi,63,Avenida Paraná
41720420,BA,Salvador,71,Rua do Albatroz
25570457,RJ,São João de Meriti,21,Rua Moçambique
29118015,ES,Vila Velha,27,Rua Ana Siqueira
57030103,AL,Maceió,82,Rua Epaminondas Gracindo
35574216,MG,Formiga,37,Avenida Ramiro Côrrea
65785000,MA,Graça Aranha,,NE
74927051,GO,Aparecida de Goiânia,62,Rua Topázio
70658317,DF,Brasília,61,Quadra SHCES Quadra 1311 Bloco G
74927051,GO,Aparecida de Goiânia,62,Rua Topázio
69092484,AM,Manaus,92,Rua Agrodoce
78028650,MT,Cuiabá,65,Rua São Luis
78070170,MT,Cuiabá,65,Rua Samatra
9330280.0,NE,NE,NE,NE
23033010,RJ,Rio de Janeiro,21,Rua Barra do Garças
68909325,AP,Macapá,96,Rua Manacapuru
61943190,CE,Maranguape,85,Rua Irmã Irene
78550224,MT,Sinop,66,Rua das Aroeiras
77019506,TO,Palmas,63,Quadra ARSE 121 Alameda 16
13251553,SP,Itatiba,11,Rua Humberto Hércules
87140000,PR,Paiçandu,44,NE
77019506,TO,Palmas,63,Quadra ARSE 121 Alameda 16
87140000,PR,Paiçandu,44,NE
68040020,PA,Santarém,93,Rua Silvério Sirotheau Corrêa
12380000,SP,Santa Branca,12,NE
4302040.0,NE,NE,NE,NE
75800606.0,NE,NE,NE,NE
68590000,PA,Jacundá,94,NE
75800606.0,NE,NE,NE,NE
75800606.0,NE,NE,NE,NE
45570000,BA,Ipiaú,73,NE
13142160,SP,Paulínia,19,Rua Diva Costa Ribeiro
26013530,RJ,Nova Iguaçu,21,Rua Dona Helena
35740000,MG,Esmeraldas,31,NE
35740000,MG,Esmeraldas,31,NE
31170210,MG,Belo Horizonte,31,Rua Deputado Bernardino de Sena Figueiredo
14060341,SP,Ribeirão Preto,16,Rua Ambrosio Chaguri
31170210,MG,Belo Horizonte,31,Rua Deputado Bernardino de Sena Figueiredo
31170210,MG,Belo Horizonte,31,Rua Deputado Bernardino de Sena Figueiredo
